run_id,analysis_signature,executed_at_utc,config_path
sig_88602a49cfc3,88602a49cfc3458daf55eb8b6400f039,2026-04-09 12:27:34 UTC,/Users/kwk1001/Desktop/transit_access_project/config/philadelphia.yml
