run_id,analysis_signature,executed_at_utc,config_path
sig_7eff5b329977,7eff5b32997759d2d26b14e240d90717,2026-04-09 12:26:17 UTC,/Users/kwk1001/Desktop/transit_access_project/config/chicago.yml
